variantid,App_Deeplink
1777048,https://bijnis.app.link/N0vaTUWaGKb
1777056,https://bijnis.app.link/E4GhYUWaGKb
1750434,https://bijnis.app.link/AaQm7UWaGKb
1777006,https://bijnis.app.link/izg3aVWaGKb
2445236,https://bijnis.app.link/w9QJeVWaGKb
