,ProductName,Platform,SellerName,SuperCategory,SubCategory,Last 30Day GMV,rankOverall,rankPP,rankDP,rankBijExp,rankSeller,variantid,App_Image,App_Deeplink,Price_Range,IsBijnisExpress,Avg_Price,VariantSize,Color
3524,COMBIT 2974,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,2923.0,522.0,,453.0,,77.0,2499696,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-04759794-9572-4b0d-9742-a76fedbf82ee.jpeg,https://bijnis.app.link/rJBxgF73NJb,354 - 392,No,372.88," 10, 8, 9,7",White
3525,COMBIT 2985,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,1840.0,609.0,,538.0,,98.0,2507901,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-ea886277-50ff-4a61-95ad-f097f1a22cf7.jpeg,https://bijnis.app.link/EIxsc1lVNJb,228 - 252,No,239.61," 5, 6,4",White
3526,COMBIT 2986,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,1194.0,681.0,,609.0,,122.0,2507907,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-fcee810e-90c5-4b1d-b91f-f76adb142b45.jpeg,https://bijnis.app.link/sZPImigVNJb,153 - 170,No,161.54," 7,6",Black
3527,COMBIT 2988,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,7634.0,322.0,,261.0,,38.0,2507922,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-a582e2e6-cd09-4ed1-ac00-ef3fe9dd3327.jpeg,https://bijnis.app.link/u9Jwc8M5NJb,246 - 271,No,258.46," 10, 8, 9,7,8",White
3528,COMBIT 3083,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,1881.0,605.0,,534.0,,96.0,2541976,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-bf545b3d-0c6d-4f0a-a8ac-72a897d244b5.jpeg,https://bijnis.app.link/L8XM5JX9NJb,157 - 174,No,165.57," 7,6",White
3529,COMBIT 3084,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,1793.0,614.0,,543.0,,103.0,2541978,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-07facfa0-e796-435b-93ea-7fe01a3855bf.jpeg,https://bijnis.app.link/7qK2CIn9NJb,166 - 184,No,175.0," 10, 9,8",White
3530,COMBIT 3112,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,2167.0,576.0,,506.0,,90.0,2563251,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-a9c0a948-8fcc-4ad9-a458-1a6db644da0e.jpeg,https://bijnis.app.link/uznVW0AaOJb,189 - 209,No,199.23," 10, 9,8",White
3531,COMBIT 3128,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,1472.0,651.0,,579.0,,117.0,2583700,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_3-685c7f34-4a1c-4741-a9ce-856ae7ff3149.jpeg,https://bijnis.app.link/vrF53rqMzKb,361 - 399,No,379.61," 12,11",Black
4953,DRUK 457,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,3560.0,1548.0,,1213.0,,67.0,1880911,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-fcd589a2-118d-4eb0-998a-0a465183011d.jpeg,https://bijnis.app.link/DDvVaWbiPJb,225 - 249,No,237.32," 10, 7, 8, 9,6,7","Brown,Tan"
4955,DRUK 487,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,6052.0,1081.0,,778.0,,49.0,2133948,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-bfaf49c5-0a98-46b4-9c7e-e5aa80d02cdb.jpeg,https://bijnis.app.link/cNUnmvK0NJb,213 - 235,No,224.09," 10, 8, 9,7","Brown,Black"
4956,DRUK 649,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1820.0,2073.0,,1718.0,,102.0,2560627,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-af847aa4-8d9c-44be-895b-a9243bb8d08b.jpeg,https://bijnis.app.link/scEVg174NJb,251 - 277,No,263.76," 10, 8, 9,7",Brown
4957,DRUK 655,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,4257.0,1379.0,,1053.0,,60.0,2515589,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-34a62c86-84d6-4337-a6fd-8b875669a545.jpeg,https://bijnis.app.link/hGEdb4bZNJb,225 - 249,No,237.32," 10, 7, 8, 9,6,7",Tan
4958,DRUK 656,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,2992.0,1701.0,,1359.0,,74.0,2258146,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-e0d8043c-6cfc-42a7-b860-5c6ed5a36b56.jpeg,https://bijnis.app.link/z82TOUbiPJb,200 - 221,No,210.87," 10, 7, 8, 9,6,7","Tan,Brown"
4959,DRUK 677,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1827.0,2069.0,,1714.0,,99.0,2583414,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-a753b2b5-0b7b-42c4-b43f-9d90e54a707e.jpeg,https://bijnis.app.link/Jsyqgc6PxKb,219 - 242,No,230.7," 10, 7, 8, 9,6,7","Tan,Dusty Brown"
4960,DRUK 684,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,5091.0,1228.0,,916.0,,54.0,2301445,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-06699254-cc00-417f-8994-d51d3a1015a2.jpeg,https://bijnis.app.link/LBQcuc21NJb,232 - 256,No,243.93," 10, 7, 8, 9,6,7",Tan
4961,DRUK 705,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1427.0,2240.0,,1884.0,,119.0,2310018,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-35fc191d-1f07-4bb1-ac3a-12e7b9861489.jpeg,https://bijnis.app.link/dDASyKv6NJb,200 - 221,No,210.87," 10, 8, 9,7",Blue
4962,DRUK 710,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,728.0,2546.0,,2184.0,,141.0,2495409,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_3-8f78a679-6c7c-49d8-aa13-97d1cd969aa8.jpeg,https://bijnis.app.link/fZyruMdiPJb,194 - 214,No,204.26," 10, 7, 8, 9,6,7",Tan
4963,DRUK 713,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,802.0,2516.0,,2155.0,,137.0,2310514,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-d9f56b03-48eb-4fc2-9714-77130cb78fe7.jpeg,https://bijnis.app.link/a8eelgm0NJb,213 - 235,No,224.09," 10, 7, 8, 9,6,7",Tan
4964,DRUK 720,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,843.0,2495.0,,2134.0,,134.0,2311364,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-590e4efd-91c9-4cb9-af35-94cc4eb30c93.jpeg,https://bijnis.app.link/j7uZ92P9NJb,200 - 221,No,210.87," 10, 7, 8, 9,6,7",White
4965,DRUK 721,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1486.0,2215.0,,1859.0,,115.0,2311381,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-d0cde93a-8813-45db-8321-1281f9895474.jpeg,https://bijnis.app.link/FcTDhzS9NJb,194 - 214,No,204.26," 10, 8, 9,7",Black
4966,DRUK 726,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,728.0,2546.0,,2184.0,,141.0,2311439,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_3-17edfbab-4c8f-4b3f-93ea-44679124b24c.jpeg,https://bijnis.app.link/ylgI2pg1NJb,194 - 214,No,204.26," 10, 8, 9,7",Grey
4967,DRUK 728,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1486.0,2215.0,,1859.0,,115.0,2311451,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_3-14057b92-a4fe-472b-9a06-8de815087bf1.jpeg,https://bijnis.app.link/8yr5cQp5NJb,194 - 214,No,204.26," 10, 8, 9,7",Black
4968,DRUK 741,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1699.0,2115.0,,1760.0,,109.0,2311556,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_4-80a2451f-ff0a-4b76-8bd0-4ceeeee0cd88.jpeg,https://bijnis.app.link/QW6X6HjiPJb,225 - 249,No,237.32," 10, 7, 8, 9,6,7",Brown
4969,DRUK 742,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,4185.0,1401.0,,1072.0,,62.0,2311567,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-0eda045d-863a-407c-bded-e646d7bfac43.jpeg,https://bijnis.app.link/XbE3MNdiPJb,219 - 242,No,230.7," 10, 7, 8, 9,6,7",Brown
4970,DRUK 744,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,840.0,2497.0,,2136.0,,135.0,2496653,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-7fce45e4-4955-45ae-8ec1-fb00b6b2a11f.jpeg,https://bijnis.app.link/ItgcJaD9NJb,219 - 242,No,230.7," 10, 7, 8, 9,6,7",Tan
4971,DRUK 745,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,6664.0,1005.0,,708.0,,45.0,2311604,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-aafb2f5e-3790-4df0-b76d-29d5f8ec720f.jpeg,https://bijnis.app.link/Vo7nIFAWNJb,219 - 242,No,230.7," 10, 7, 8, 9,6,7","Brown,Black,Tan"
4972,DRUK 749,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,2469.0,1862.0,,1512.0,,87.0,2311933,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_3-f3652d6c-bd9a-47db-a162-f34e677157d2.jpeg,https://bijnis.app.link/sr7L1LdiPJb,219 - 242,No,230.7," 10, 7, 8, 9,6,7","Tan,Brown"
4973,DRUK 755,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,4512.0,1320.0,,997.0,,59.0,2495421,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-918d98c2-a4cc-4537-8a98-9eefd72e5f99.jpeg,https://bijnis.app.link/Hu89D4GaOJb,232 - 256,No,243.93," 10, 7, 8, 9,6,7",Tan
4974,DRUK 756,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,5240.0,1205.0,,895.0,,53.0,2321751,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-fc0bd28c-e5a2-470e-9642-61f1780332bf.jpeg,https://bijnis.app.link/eUdyWMN2NJb,225 - 249,No,237.32," 10, 7, 8, 9,6,7","Black,Brown"
4975,DRUK 763,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1486.0,2215.0,,1859.0,,115.0,2322698,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-08ef2d60-d4de-4aac-b753-a034b61674bd.jpeg,https://bijnis.app.link/GhXfiLa6NJb,194 - 214,No,204.26," 10, 8, 9,7",Black
4976,DRUK 774,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,935.0,2450.0,,2089.0,,128.0,2364568,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-640f5cd2-bfaf-4819-ac36-a52fabeeb73d.jpeg,https://bijnis.app.link/1Um6LKq2NJb,251 - 277,No,263.76," 10, 7, 8, 9,6,7",Black
4977,DRUK 798,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,823.0,2507.0,,2146.0,,136.0,2560629,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-211f0dee-1023-4e31-808a-f48148be041c.jpeg,https://bijnis.app.link/KVIW47f9NJb,232 - 256,No,243.93," 10, 7, 8, 9,6,7",Brown
4978,DRUK 799,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,3326.0,1607.0,,1270.0,,71.0,2494975,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-e93ecee5-a911-4e0f-a9bf-5eea2cf7fcec.jpeg,https://bijnis.app.link/y7rJCWr8uKb,225 - 249,No,237.32," 10, 7, 8, 9,6,7",Black
4979,DRUK 809,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,2683.0,1805.0,,1459.0,,82.0,2554064,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-e989c7b8-a64a-4fb5-b81e-47fdade9a061.jpeg,https://bijnis.app.link/qWMETUC3NJb,225 - 249,No,237.32," 10, 7, 8, 9,6,7","Tan,Black"
4980,DRUK 818,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,3392.0,1587.0,,1250.0,,69.0,2495285,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_3-c4751462-874e-49c6-967e-22b7fd3f7df7.jpeg,https://bijnis.app.link/7KPBYiG5NJb,225 - 249,No,237.32," 10, 7, 8, 9,6,7",Brown
4981,DRUK 823,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,721.0,2548.0,,2186.0,,142.0,2496425,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_3-5b59e122-fd3a-4c08-ade6-45f889773025.jpeg,https://bijnis.app.link/xUFVenv9NJb,194 - 214,No,204.26," 10, 8, 9,7",Brown
4982,DRUK 835,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,2564.0,1835.0,,1487.0,,85.0,2508416,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-f0f30893-66c1-4464-a67a-77e5eed2e525.jpeg,https://bijnis.app.link/Md2t1zw8NJb,232 - 256,No,243.93," 12,11","Black,Brown"
4983,DRUK 838,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,844.0,2494.0,,2133.0,,133.0,2542959,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-a6d7a28f-b6ac-4de1-ab5a-e4515ff4787d.jpeg,https://bijnis.app.link/UgVibArYNJb,225 - 249,No,237.32," 10, 7, 8, 9,6,7",Tan
4984,DRUK 848,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,953.0,2441.0,,2080.0,,126.0,2533659,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-fea5c3de-43ee-4b1e-bc48-4b6654e55b82.jpeg,https://bijnis.app.link/CEutgA6WNJb,175 - 194,No,184.43," 2c, 3c,1c",Tan
4985,DRUK 856,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,915.0,2459.0,,2098.0,,130.0,2542248,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-faa3f8ca-b603-4e5a-a6d1-dba8021905e6.jpeg,https://bijnis.app.link/mumq8Z3ZNJb,238 - 263,No,250.54," 12,11",Tan
4986,DRUK 857,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1646.0,2144.0,,1789.0,,111.0,2542350,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-50aeb1d9-081d-45ee-9a29-802c14744bdf.jpeg,https://bijnis.app.link/1RWwskA1NJb,219 - 242,No,230.7," 10, 8, 9,7",Tan
4987,DRUK 865,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,897.0,2464.0,,2103.0,,132.0,2554063,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-523924e7-db5e-47bd-8a1c-56a7c376c62f.jpeg,https://bijnis.app.link/CbKawvw8NJb,238 - 263,No,250.54," 12,11",Tan
4988,DRUK 874,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1400.0,2254.0,,1898.0,,120.0,2549840,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-a0cf9195-d81d-41e3-81e3-ef1e789ddef1.jpeg,https://bijnis.app.link/ebfuI1s5NJb,188 - 208,No,197.65," 3Y, 4Y, 5Y,2Y",Tan
4989,DRUK 880,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1587.0,2172.0,,1817.0,,112.0,2550567,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-caa59426-101d-463f-bee8-c909c7827685.jpeg,https://bijnis.app.link/iim41US5NJb,219 - 242,No,230.7," 10, 7, 8, 9,6,7",Black
4990,DRUK 883,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,1902.0,2033.0,,1679.0,,94.0,2566147,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-61182b44-3420-40fd-ae5e-d85f031d5175.jpeg,https://bijnis.app.link/TrdUAIhiPJb,263 - 291,No,276.98," 10, 7, 8, 9,6,7",Black
4991,DRUK 890,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,7565.0,897.0,,613.0,,40.0,2556194,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-6ed654aa-8de2-4cf4-9b30-b8b5fa13a64f.jpeg,https://bijnis.app.link/aJmFzX9WNJb,163 - 180,No,171.21,,"Maroon,Olive,Black"
4992,DRUK 894,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,4538.0,1316.0,,994.0,,58.0,2553674,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-d1d07859-1250-4ca5-9c93-a4db2213aa5e.jpeg,https://bijnis.app.link/hQTMkv7YNJb,207 - 229,No,218.07," 12,11","Brown,Tan"
4993,DRUK 901,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,3748.0,1499.0,,1165.0,,65.0,2565969,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-1b6c4b96-b424-4e2e-b5ac-dbaf9b1d0a4d.jpeg,https://bijnis.app.link/oTkygzfiPJb,263 - 291,No,276.98," 10, 7, 8, 9,6,7",Brown
4994,DRUK 902,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,3216.0,1625.0,,1288.0,,72.0,2566687,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-73dd3079-25dd-4e38-b289-01f3f080352e.jpeg,https://bijnis.app.link/WHsZzh5VVJb,219 - 242,No,230.7," 10, 7, 8, 9,6,7",Black
4995,DRUK 905,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,3046.0,1679.0,,1339.0,,73.0,2571275,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-edb1bb34-8d24-41b8-bfa8-a6a3bbaeb694.jpeg,https://bijnis.app.link/O3cHglIRaKb,219 - 242,No,230.7," 10, 7, 8, 9,6,7",Tan
4996,DRUK 906,Distribution,K. V. FOOTWEAR,Footwear,PU MOULDED SLIPPERS,8370.0,832.0,,557.0,,36.0,2583011,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-6717965e-d7bb-4694-9bde-3e1250449bd7.jpeg,https://bijnis.app.link/DCce004PxKb,225 - 249,No,237.32," 10, 7, 8, 9,6,7",Black
17041,combit 2405,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,948.0,711.0,,639.0,,127.0,2151179,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-72e2ad44-3f67-4740-ab70-67ab137e4097.jpeg,https://bijnis.app.link/nd4hq3qaOJb,164 - 181,No,172.3," 12, 13,11,13",Black
17042,combit 2406,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,934.0,713.0,,641.0,,129.0,2151196,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-110e3ace-0d3a-4416-8106-10d2e3c33852.jpeg,https://bijnis.app.link/YNCsUlw7NJb,174 - 192,No,183.07," 2, 3,1",Black
17043,combit 2407,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,6543.0,353.0,,291.0,,47.0,2151199,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-ec4719ad-698b-4223-b3eb-fddb6200830b.jpeg,https://bijnis.app.link/QeNIA3zZNJb,187 - 206,No,196.53," 5, 6,4",Black
17044,combit 2408,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,1203.0,678.0,,606.0,,121.0,2151206,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-4c5af052-99f3-4d81-9f07-e8d04ee545f2.jpeg,https://bijnis.app.link/ZnmX0qaaOJb,203 - 225,No,214.03," 8,7",Black
17045,combit 2417,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,1728.0,626.0,,555.0,,108.0,2153837,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-bab22de9-d863-47aa-b983-de2e5854f781.jpeg,https://bijnis.app.link/vEpl5UE7NJb,155 - 171,No,162.88," 10, 9,8",Black
17046,combit 2418,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,9713.0,280.0,,221.0,,31.0,2153846,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-d6e81afa-d360-4858-92cc-d12eaf2875f1.jpeg,https://bijnis.app.link/mVAVroz0NJb,164 - 181,No,172.3," 12, 13,11",Black
17047,combit 2419,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,11397.0,256.0,,198.0,,26.0,2153849,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-5d742e53-40fc-4498-9c55-1ddec99e8748.jpeg,https://bijnis.app.link/MCcCtoU9NJb,174 - 192,No,183.07," 2, 3,1",Black
17048,combit 2434,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,4240.0,450.0,,385.0,,61.0,2169756,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-347f7995-9971-4143-aff5-356a7778a4be.jpeg,https://bijnis.app.link/uZ5sTMDUNJb,145 - 160,No,152.11," 12, 13,11",Black
17049,combit 2435,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,12529.0,239.0,,183.0,,20.0,2169806,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-88b73a19-debe-49b5-af42-05ad69eff9cb.jpeg,https://bijnis.app.link/ml0SvYDUNJb,153 - 170,No,161.54," 2, 3,1,3",Black
17050,combit 2437,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,9215.0,289.0,,230.0,,32.0,2169849,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-30bd4b01-c35b-4a6b-8524-ebb4955b0330.jpeg,https://bijnis.app.link/V4KFeMR1NJb,182 - 201,No,191.15," 8,7",Black
17051,combit 2438,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,2643.0,540.0,,471.0,,83.0,2169856,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-5f47d65b-81a8-4fc9-a05a-def541b3b136.jpeg,https://bijnis.app.link/Q6pgB7D9NJb,219 - 242,No,230.19,9,Black
17052,combit 2441,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,6554.0,352.0,,290.0,,46.0,2169969,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-bd3d8a3d-82f3-4e93-a438-baa5134d45b3.jpeg,https://bijnis.app.link/vKq3BrU9NJb,178 - 196,No,187.11," 12, 13,11",White
17053,combit 2448,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,6791.0,343.0,,281.0,,43.0,2191694,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-510a4b6e-ee9e-4622-9f6e-cd35eea9b95f.jpeg,https://bijnis.app.link/RSnEuBihqKb,192 - 212,No,201.92," 8,7",Black
17054,combit 2544,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,7018.0,339.0,,277.0,,42.0,2217978,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-a60bdc38-918c-4c38-bc13-44a0ed097803.jpeg,https://bijnis.app.link/iKSPwQI5NJb,173 - 191,No,181.73," 12, 13,11,13",Black
17055,combit 2546,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,21335.0,138.0,,95.0,,5.0,2217981,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_2-a6d37e4c-2a20-4edf-8091-b9966b7b076c.jpeg,https://bijnis.app.link/oV4HGS0XNJb,182 - 201,No,191.15," 2, 3,1",Black
17056,combit 2591,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,8795.0,295.0,,235.0,,34.0,2260278,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-4b88c710-69b9-4fa0-b6ef-29b9fdd73794.jpeg,https://bijnis.app.link/HszwxqBbZJb,215 - 237,No,226.15," 8,7",White
17057,combit 2592,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SCHOOL SHOES,1822.0,611.0,,540.0,,100.0,2260283,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/1490485863/uploadfile_1-f7b0417e-1c35-402f-ba47-bc109ef8e6a1.jpeg,https://bijnis.app.link/ooQZBk15NJb,224 - 247,No,235.57,9,White
17058,combit 2947,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SPORTS SHOES,11053.0,213.0,,157.0,,27.0,2477669,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-214f300b-8e0c-40ed-bb4f-7b5330042b74.jpeg,https://bijnis.app.link/M084u8b0NJb,408 - 450,No,429.02," 10, 7, 8, 9,6,7","Blue,Yellow,Olive"
17059,combit 3029,Distribution,K. V. FOOTWEAR,Footwear,PVC MOULDED SPORTS SHOES,2966.0,559.0,,472.0,,76.0,2508332,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-608446d7-f6b4-4889-8b2a-c5be6742dd42.jpeg,https://bijnis.app.link/c6HjJEBaOJb,395 - 437,No,415.8," 5, 6, 7, 8,4,5",White
