Platform,SuperCategory,SubCategory,variantid,ProductName,SellerName,Color,App_Image,App_Deeplink,Avg_Price,Price_Range,VariantSize,Datetime of FirstLiveDate,rank,Aging
Distribution,Apparels,Full Stitched Blouse,2590314,Pre Smart 174,PHALOD SILK MILLS PVT LTD,Multicolor-9,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/$yjrtf3lx/files/wy8lomh5a,https://bijnis.app.link/1aiOvXtTKKb,142.34,135 - 149,"30,32,34,36,38,40,42","26 Jun, 2024 18:09:44",1,27
Distribution,Apparels,Kurtas,2583451,Crunchy 2065,Mehta Enterprises,Black,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-023e3f83-b1d1-4546-8386-bfe7e2c65059.jpeg,https://bijnis.app.link/82CkKay5hLb,815.23,774 - 856," 38, 40, 42, 44,36","16 Jul, 2024 18:00:30",1,7
Distribution,Apparels,Kurtas,2583452,Crunchy 2065,Mehta Enterprises,Navy Blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-133ab8b9-3743-4d91-b5f0-975a406aa7d0.jpeg,https://bijnis.app.link/0Vrs8ay5hLb,815.23,774 - 856," 38, 40, 42, 44,36","16 Jul, 2024 18:00:30",1,7
Distribution,Apparels,Kurtas,2583453,Crunchy 2065,Mehta Enterprises,Sea Green,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-529c4bd4-eaad-40f8-854c-9eff85995bbb.jpeg,https://bijnis.app.link/YV66R9x5hLb,815.23,774 - 856," 38, 40, 42, 44,36","16 Jul, 2024 18:00:30",1,7
Distribution,Apparels,Kurtas,2583454,Crunchy 2065,Mehta Enterprises,Wine,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-499639cb-d73f-4d6e-94e3-8fa94b44a9d1.jpeg,https://bijnis.app.link/e2A989x5hLb,815.23,774 - 856," 38, 40, 42, 44,36","16 Jul, 2024 18:00:30",1,7
Distribution,Apparels,Kurtas,2583455,Crunchy 2065,Mehta Enterprises,Yellow,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-9bf0be9a-ad4b-4f99-a1f3-e81031641c16.jpeg,https://bijnis.app.link/lNADIay5hLb,815.23,774 - 856," 38, 40, 42, 44,36","16 Jul, 2024 18:00:30",1,7
Distribution,Apparels,Kurtas,2583456,Crunchy 2065,Mehta Enterprises,Red,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-143b6f3d-65e5-4f7f-83b4-5ab7106fb1d6.jpeg,https://bijnis.app.link/BK2Zway5hLb,815.23,774 - 856," 38, 40, 42, 44,36","16 Jul, 2024 18:00:30",1,7
Distribution,Apparels,Kurtas,2584199,Crunchy 2066,Mehta Enterprises,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-71baa7c6-3b7d-4d9d-9d95-31f9e72fbc29.jpeg,https://bijnis.app.link/xo4loby5hLb,883.82,840 - 928," 38, 40, 42,36","16 Jul, 2024 18:00:30",1,7
Distribution,Apparels,Kurtas,2584209,Crunchy 2067,Mehta Enterprises,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-6637a30f-c64e-40b6-a94b-9c466954cb48.jpeg,https://bijnis.app.link/hWZM8cy5hLb,815.23,774 - 856," 36, 38, 40, 42, 44,34","16 Jul, 2024 18:00:30",1,7
Distribution,Apparels,Kurtas,2584385,VBC 234,Vipin Boss Clothing,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/aaltyogpb/files/grhctv67b,https://bijnis.app.link/G62w0hFzHKb,414.09,393 - 435," 40, 42,38","24 Jun, 2024 15:01:10",1,29
Distribution,Apparels,Leggings,2549716,POSHPINK 001,JAKHODIA TEXTILES,Black,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-7e600124-4fc9-4747-b7ff-e3a30d84c721.jpeg,https://bijnis.app.link/V2BxfZBPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",2,18
Distribution,Apparels,Leggings,2549718,POSHPINK 001,JAKHODIA TEXTILES,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-7bb96f29-db84-44c9-aa2a-3d5baf81c9a7.jpeg,https://bijnis.app.link/IZwHoWBPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",1,18
Distribution,Apparels,Leggings,2549719,POSHPINK 001,JAKHODIA TEXTILES,Red,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-74dfcacb-a4de-4e7c-8b22-8cf754964183.jpeg,https://bijnis.app.link/V7BRDVBPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",3,18
Distribution,Apparels,Leggings,2549720,POSHPINK 001,JAKHODIA TEXTILES,Pink,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-4aa08461-ef78-4aa1-894e-28bdefddc0f5.jpeg,https://bijnis.app.link/rn7hZUBPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",3,18
Distribution,Apparels,Leggings,2549721,POSHPINK 001,JAKHODIA TEXTILES,Light Pink,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-fbd83980-2181-4ed8-85d1-3350a016cac5.jpeg,https://bijnis.app.link/x1acYWBPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",3,18
Distribution,Apparels,Leggings,2549722,POSHPINK 001,JAKHODIA TEXTILES,Navy Blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-701e0282-c0f6-4e86-b5a6-a265f745aa80.jpeg,https://bijnis.app.link/BhOyZUBPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",3,18
Distribution,Apparels,Leggings,2549723,POSHPINK 001,JAKHODIA TEXTILES,Royal blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-31239065-c6d4-442c-a199-4d61693dd273.jpeg,https://bijnis.app.link/zJEDgXBPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",3,18
Distribution,Apparels,Leggings,2549724,POSHPINK 001,JAKHODIA TEXTILES,Mustard,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-6b3cc007-109a-4ce7-b9bf-ff8acc182236.jpeg,https://bijnis.app.link/0h8600BPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",3,18
Distribution,Apparels,Leggings,2549725,POSHPINK 001,JAKHODIA TEXTILES,Orange,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-915acb15-bbf9-43ba-aec4-d569ec9e484d.jpeg,https://bijnis.app.link/f43H0UBPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",3,18
Distribution,Apparels,Leggings,2549729,POSHPINK 001,JAKHODIA TEXTILES,Camel,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-4ad84433-97c7-41be-af9e-5c7016a06ebc.jpeg,https://bijnis.app.link/cM3ISZBPZKb,164.34,156 - 173,"33,34,35","05 Jul, 2024 21:09:36",3,18
Distribution,Apparels,Leggings,2593959,Super fashion 447,M/S. SUPER FASHION,Grey Melange,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/mlyqoqxco/files/$l$@yqyqa,https://bijnis.app.link/vWL91mCPZKb,139.75,133 - 147,Free Size,"05 Jul, 2024 15:00:58",1,18
Distribution,Apparels,Leggings,2596581,Super fashion 449,M/S. SUPER FASHION,Red,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/2dp6znipw/files/6ohy0bdgv,https://bijnis.app.link/bPnnTu877Kb,139.75,133 - 147,Free Size,"10 Jul, 2024 12:00:55",1,13
Distribution,Apparels,Leggings,2596582,Super fashion 450,M/S. SUPER FASHION,Dark grey,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/6osgzyiyg/files/5zbuuwihb,https://bijnis.app.link/AlPWzv877Kb,139.75,133 - 147,Free Size,"10 Jul, 2024 12:00:55",1,13
Distribution,Apparels,Leggings,2596583,Super fashion 451,M/S. SUPER FASHION,Dusty Blue,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/gsxbt8b6m/files/hizqzdhep,https://bijnis.app.link/2kJfNt877Kb,139.75,133 - 147,Free Size,"10 Jul, 2024 12:00:55",1,13
Distribution,Apparels,Leggings,2596584,Super fashion 452,M/S. SUPER FASHION,Pink,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/mmkxdm0lw/files/kg8mh9$sb,https://bijnis.app.link/P1gihs877Kb,139.75,133 - 147,Free Size,"10 Jul, 2024 12:00:55",1,13
Distribution,Apparels,Leggings,2596585,Super fashion 453,M/S. SUPER FASHION,Navy Blue,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/w2dzpovu6/files/moyawrebe,https://bijnis.app.link/YRjrPw877Kb,139.75,133 - 147,Free Size,"10 Jul, 2024 12:00:55",1,13
Distribution,Apparels,Leggings,2597309,Super fashion 455,M/S. SUPER FASHION,Royal blue,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/l03maow1q/files/jzvitdzq1,https://bijnis.app.link/WYwndhWrbLb,139.75,133 - 147,Free Size,"12 Jul, 2024 18:00:48",1,11
Distribution,Apparels,Leggings,2597312,Super fashion 456,M/S. SUPER FASHION,Sea Green,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/jj75rjoqx/files/kojtuqu7c,https://bijnis.app.link/E8WP4pP69Kb,139.75,133 - 147,Free Size,"12 Jul, 2024 03:00:44",1,11
Distribution,Apparels,Leggings,2597315,Super fashion 457,M/S. SUPER FASHION,Violet,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ye6e3e24t/files/wbrcrdnga,https://bijnis.app.link/DaBy4pP69Kb,139.75,133 - 147,Free Size,"12 Jul, 2024 03:00:44",1,11
Distribution,Apparels,Leggings,2597317,Super fashion 458,M/S. SUPER FASHION,Orange,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/zotnye$s@/files/gxiat$c$v,https://bijnis.app.link/kwOn9pP69Kb,139.75,133 - 147,Free Size,"12 Jul, 2024 03:00:44",1,11
Distribution,Apparels,Leggings,2597327,Super fashion 459,M/S. SUPER FASHION,Golden,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/2hvplmzdt/files/ijzrvick0,https://bijnis.app.link/fNXKErP69Kb,139.75,133 - 147,Free Size,"12 Jul, 2024 03:00:44",1,11
Distribution,Apparels,bra,2588248,Reina 389,"Reina Enterprises ","Black-1,Beige-1,Pista Green-1,Light Pink-1,White-1,Sky Blue-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/2lfpgifs6/files/rcjvo4j$aq,https://bijnis.app.link/Tae4PCFzHKb,155.28,148 - 163,Free size,"24 Jun, 2024 15:00:15",1,29
Distribution,Apparels,bra,2591875,Body Liv 432,JEEVESH ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_5-54ac51d3-4765-4017-87ef-0b305bfe6225.jpeg,https://bijnis.app.link/AJK2sVZbTKb,58.23,55 - 61,"28B,30B,32B,34B,36B,38B,40B","01 Jul, 2024 12:09:28",1,22
Distribution,Apparels,bra,2591879,Body Liv 433,JEEVESH ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-a6a7a507-54f4-4d07-9ca6-f510b6cf7f04.jpeg,https://bijnis.app.link/ZQTodTZbTKb,60.82,58 - 64,"28B,30B,32B,34B,36B,38B,40B","01 Jul, 2024 12:09:28",1,22
Distribution,Apparels,bra,2591880,Body Liv 434,JEEVESH ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-e66b5e2e-1632-4f7c-bae0-c57647669e2a.jpeg,https://bijnis.app.link/8bJMFTZbTKb,51.76,49 - 54,"28B,30B,32B,34B,36B,38B,40B","01 Jul, 2024 12:09:28",1,22
Distribution,Apparels,bra,2591882,Body Liv 435,JEEVESH ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-e66b5e2e-1632-4f7c-bae0-c57647669e2a.jpeg,https://bijnis.app.link/Av02pUZbTKb,51.76,49 - 54,"28B,30B,32B,34B,36B,38B,40B","01 Jul, 2024 12:09:28",1,22
Distribution,Apparels,bra,2592154,Reina 390,"Reina Enterprises ","Black-1,White-1,Pink-1,Grey-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/tysll1zv8/files/31ck9oskpf,https://bijnis.app.link/HKAbe3ZbTKb,209.63,199 - 220,Free size,"01 Jul, 2024 12:00:16",1,22
Distribution,Apparels,bra,2592155,Reina 391,"Reina Enterprises ","Black-1,Pista Green-1,Light Pink-1,Grey-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/dk3cf@t49/files/f1dpbyuark,https://bijnis.app.link/4jFYJ3ZbTKb,214.81,204 - 226,Free size,"01 Jul, 2024 12:00:16",1,22
Distribution,Apparels,bra,2592164,Reina 392,"Reina Enterprises ","Black-1, Blue-1, Light Pink-1, Dark grey-1, Dark green-1",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/lez6xlogi/files/eoi0pvn4q,https://bijnis.app.link/nVNl1PTQUKb,169.52,161 - 178,Free size,"02 Jul, 2024 12:00:17",1,21
Distribution,Apparels,bra,2595216,Reina 395,"Reina Enterprises ","Black-1,Beige-1,White-1,Grey-1,Dark green-1,Onion Pink (Bermuda)-1,Maroon-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/hib6s@evf/files/$ebqwhtyos,https://bijnis.app.link/wdRjXAkO4Kb,126.81,120 - 133,Free size,"08 Jul, 2024 12:00:17",1,15
Distribution,Apparels,bra,2596255,Reina 396,"Reina Enterprises ","Black-1,Beige-1,White-1,Pista Green-1,Blue-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/fndrq3t@y/files/q8qxur8s$8,https://bijnis.app.link/PNF4Yi877Kb,153.99,146 - 162,Free size,"10 Jul, 2024 12:00:18",1,13
Distribution,Apparels,bra,2596311,Reina 397,"Reina Enterprises ","Black-2,White-2,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ube0f@vmk/files/fp3devks0,https://bijnis.app.link/AkhlJj877Kb,243.28,231 - 255,Free size,"10 Jul, 2024 12:00:18",1,13
Distribution,Apparels,bra,2597399,DESIRE 198,ANIKA IMPEX,"Multicolor-6,",https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-83b463d6-ba6a-4798-a743-48954d139c51.jpeg,https://bijnis.app.link/PFeY5p2M9Kb,69.88,66 - 73,"28B,30B,32B,34B,36B,38B,40B,42B,44B","11 Jul, 2024 18:10:59",1,12
Distribution,Apparels,bra,2597402,DESIRE 199,ANIKA IMPEX,"Multicolor-6,",https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-bb03906a-990b-4c89-9152-1a717ba5c3b1.jpeg,https://bijnis.app.link/eK4Kpm2M9Kb,66.00,63 - 69,"28B,30B,32B,34B,36B,38B,40B","11 Jul, 2024 18:10:59",1,12
Distribution,Apparels,bra,2598352,Reina 398,"Reina Enterprises ","Black-1,Beige-1,Blue-1,Copper-1,Pink-1,Dark grey-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/tm1d56kqa/files/nghjiwz5lo,https://bijnis.app.link/faogunWrbLb,204.46,194 - 215,Free size,"12 Jul, 2024 18:00:16",1,11
Distribution,Apparels,bra,2598531,DESIRE 200,ANIKA IMPEX,"Multicolor-6,",https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-960f33a1-17fc-472f-86ba-0b1b2d55afa5.jpeg,https://bijnis.app.link/iwvT2qQ6cLb,66.00,63 - 69,"28B,30B,32B,34B,36B,38B,40B,42B,44B","13 Jul, 2024 00:03:14",1,10
Distribution,Apparels,bra,2598539,DESIRE 201,ANIKA IMPEX,"Multicolor-6,",https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-567de607-4274-413d-99ee-8c4906688460.jpeg,https://bijnis.app.link/1bbqkBQ6cLb,69.88,66 - 73,"28B,30B,32B,34B,36B,38B,40B,42B,44B","13 Jul, 2024 00:03:14",1,10
Distribution,Apparels,bra,2598541,DESIRE 202,ANIKA IMPEX,"Multicolor-6,",https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-83ddb579-72fd-4d10-a377-ef4bdfc0b0e7.jpeg,https://bijnis.app.link/9zncmrQ6cLb,75.05,71 - 79,"28B,30B,32B,34B,36B,38B,40B","13 Jul, 2024 00:03:14",1,10
Distribution,Apparels,bra,2598916,Reina 399,"Reina Enterprises ","Black-1,Navy Blue-1,Magenta-1,Red-1,Stone Blue-1,Brown-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/if4lmtm0u/files/92wmxtxdtj,https://bijnis.app.link/fEkGtIEqgLb,89.29,85 - 94,Free size,"15 Jul, 2024 18:00:16",1,8
Distribution,Apparels,bra,2599676,Reina 400,"Reina Enterprises ","Black-1,Blue-1,Grey-1,Light red-1,Maroon-1,Navy Blue-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/q8r$nwuop/files/k$af3@u9p,https://bijnis.app.link/u8OmCQEqgLb,87.99,84 - 92,Free size,"15 Jul, 2024 18:00:16",1,8
Distribution,Apparels,bra,2603343,Reina 401,"Reina Enterprises ","Black-1,Grey-1,Peach-1,Blue-1,Pink-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/gxqicxzev/files/cliilthgz,https://bijnis.app.link/eon8CTY2rLb,164.34,156 - 173,,"22 Jul, 2024 18:00:16",1,1
Distribution,Apparels,bra,2603344,Reina 402,"Reina Enterprises ","Black-1,White-1,Red-1,Sea Green-1,Tan-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/m27rzg4c8/files/vvz5lgyz3,https://bijnis.app.link/gsjSTTY2rLb,221.28,210 - 232,,"22 Jul, 2024 18:00:16",1,1
Distribution,Apparels,briefs,2589184,Macho 012,ALL ABOUT SALES,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/mfvv5j8a7/files/1@p0uyw9x,https://bijnis.app.link/SE03OOtTKKb,,,"100,80,85,90,95","26 Jun, 2024 03:00:32",1,27
Distribution,Apparels,briefs,2589437,M HINT 001,Vaibhav Enterprises,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/okgtlcxxz/files/pate4efoz,https://bijnis.app.link/pyP1EGnyMKb,95.03,90 - 100,"100,80,85,90,95","27 Jun, 2024 15:00:42",1,26
Distribution,Apparels,briefs,2589439,M HINT 003,Vaibhav Enterprises,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/nuzltpolw/files/2fzficcwi,https://bijnis.app.link/ui5KkHnyMKb,74.50,71 - 78,"100,80,85,90,95","27 Jun, 2024 15:00:42",1,26
Distribution,Apparels,briefs,2589440,M HINT 004,Vaibhav Enterprises,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/63zl1rcvu/files/lffuck8md,https://bijnis.app.link/0egJbJnyMKb,85.64,81 - 90,"100,80,85,90,95","27 Jun, 2024 15:00:42",1,26
Distribution,Apparels,briefs,2590376,M HINT 007,Vaibhav Enterprises,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ievgrc1pr/files/m$notwrzz,https://bijnis.app.link/ekEP9TnyMKb,107.93,103 - 113,"100,80,85,90,95","27 Jun, 2024 15:00:42",1,26
Distribution,Apparels,briefs,2592798,M HINT 013,Vaibhav Enterprises,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/iy3kegr77/files/$@avhln9g,https://bijnis.app.link/kDyLEUHaYKb,114.50,109 - 120,"100,80,85,90,95","04 Jul, 2024 15:00:38",1,19
Distribution,Apparels,briefs,2598381,Wyatt 101,P.M.K.TEX PRIVATE LIMITED,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-336d0833-e005-4897-9cc4-fe83453cc8b1.jpeg,https://bijnis.app.link/vTprE1JLeLb,38.82,37 - 41,"55,60,65,70,75","13 Jul, 2024 21:01:17",1,10
Distribution,Apparels,briefs,2598424,DOLLAR 368,Vaibhav Enterprises,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/uwknfbiwfk/files/a8kqln5$yp,https://bijnis.app.link/mF3ucpQ6cLb,200.61,191 - 211,"60,65,70,75","13 Jul, 2024 00:00:36",1,10
Distribution,Apparels,briefs,2599756,JOCKEY 198,Vaibhav Enterprises,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-13d5597a-1527-4e88-949e-031acc5198c6.png,https://bijnis.app.link/sUB2VUEqgLb,303.85,289 - 319,"L,M,S","15 Jul, 2024 18:00:42",1,8
Distribution,Apparels,briefs,2599757,JOCKEY 199,Vaibhav Enterprises,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_8-2e4204f4-d7e8-47f0-93bc-b686cb692b1c.png,https://bijnis.app.link/UUGIvREqgLb,170.11,162 - 179,"L,M,XL","15 Jul, 2024 21:00:39",1,8
Distribution,Apparels,briefs,2601687,ESSA 397,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-64490e54-a054-4288-8372-6967745a0af3.jpeg,https://bijnis.app.link/RRhnHXsKjLb,37.22,35 - 39,"45,50,55,60,65,70,75","17 Jul, 2024 18:00:36",1,6
Distribution,Apparels,briefs,2601704,ESSA 398,BHAWANI TEXTILE,Multicolor-10,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-e0586d5f-e67f-4cd9-811f-9fdbc63853ba.jpeg,https://bijnis.app.link/IbVwkYsKjLb,124.34,118 - 131,"100,80,85,90,95","17 Jul, 2024 18:00:36",1,6
Distribution,Apparels,caps & hats,2591167,Fashno 626,FASHNOPEDIA,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-3445aabf-d697-495c-987d-bf6b3f15a67c.png,https://bijnis.app.link/XVc3AChdOKb,116.46,111 - 122,Free Size,"28 Jun, 2024 18:02:49",1,25
Distribution,Apparels,caps & hats,2591168,TRNDX19 381,RBS GLOBAL ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-9be50a2d-c9ca-4934-9a59-e73447b2ccab.png,https://bijnis.app.link/YsJzHChdOKb,116.46,111 - 122,Free Size,"28 Jun, 2024 18:03:32",1,25
Distribution,Apparels,caps & hats,2591181,Fashno 627,FASHNOPEDIA,Black,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-82b73995-a812-44fd-b4d3-f12e7d15f87a.png,https://bijnis.app.link/ykTHNDhdOKb,124.23,118 - 130,Free Size,"28 Jun, 2024 18:02:49",1,25
Distribution,Apparels,caps & hats,2591184,TRNDX19 382,RBS GLOBAL ENTERPRISES,Black,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-73c75cbb-6d90-4625-8c6e-050c027e084c.png,https://bijnis.app.link/bRwqIChdOKb,124.23,118 - 130,Free Size,"28 Jun, 2024 18:03:32",1,25
Distribution,Apparels,caps & hats,2591237,Fashno 628,FASHNOPEDIA,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-f88d03ce-5294-4d7d-9291-b721e94db568.png,https://bijnis.app.link/GEibnEhdOKb,67.29,64 - 71,Free Size,"28 Jun, 2024 18:02:49",1,25
Distribution,Apparels,caps & hats,2591241,TRNDX19 383,RBS GLOBAL ENTERPRISES,Black,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-507f67ec-30d8-4f84-8bd1-045c73204664.png,https://bijnis.app.link/IEc1oDhdOKb,67.29,64 - 71,Free Size,"28 Jun, 2024 18:03:32",1,25
Distribution,Apparels,caps & hats,2591250,KEMIO 1236,Kiran Sehgal Hosiery,Multicolor-6,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/zphe0hlyn/files/l6gv3hdsy,https://bijnis.app.link/Lh5ZhDbSPKb,45.29,43 - 48,Free Size,"29 Jun, 2024 12:10:34",1,24
Distribution,Apparels,caps & hats,2592056,KEMIO 1237,Kiran Sehgal Hosiery,Multicolor-6,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/zfo5erfrt/files/7eszzvzla,https://bijnis.app.link/v4xLZUHaYKb,45.29,43 - 48,Free Size,"04 Jul, 2024 15:08:53",1,19
Distribution,Apparels,caps & hats,2592071,KEMIO 1238,Kiran Sehgal Hosiery,Multicolor-6,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/8gjw3esll/files/svvjd8@47,https://bijnis.app.link/aPHDYUHaYKb,45.29,43 - 48,Free Size,"04 Jul, 2024 15:08:53",1,19
Distribution,Apparels,caps & hats,2592755,Fashno 629,FASHNOPEDIA,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_5-dbd19fab-1b98-43ab-a599-d339ba506472.jpeg,https://bijnis.app.link/EEuZAXHaYKb,42.70,41 - 45,Free Size,"04 Jul, 2024 15:02:09",1,19
Distribution,Apparels,caps & hats,2592756,TRNDX19 385,RBS GLOBAL ENTERPRISES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-2ddf0c93-5d05-4185-9141-c7509ea4ae70.jpeg,https://bijnis.app.link/7mEYEXHaYKb,42.70,41 - 45,Free Size,"04 Jul, 2024 15:02:19",1,19
Distribution,Apparels,caps & hats,2594446,Bee seven 458,BATRA HOSIERY,"Multicolor-10,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/3l8vvu1yy/files/ooa4iciih,https://bijnis.app.link/lzQFshkO4Kb,71.17,68 - 75,"1YR,2YR,3M,6M,New Born","08 Jul, 2024 12:00:38",1,15
Distribution,Apparels,caps & hats,2594526,Bee seven 461,BATRA HOSIERY,"Black-10,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ipxtrxqwm/files/hi67dnm14,https://bijnis.app.link/HAiGtikO4Kb,80.23,76 - 84,Free Size,"08 Jul, 2024 12:00:38",1,15
Distribution,Apparels,caps & hats,2594552,Bee seven 463,BATRA HOSIERY,"Multicolor-12,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/z$y3dhdif/files/0madqllgj,https://bijnis.app.link/RBL6xjkO4Kb,122.93,117 - 129,"2YR,3YR,4YR,5YR,New Born","08 Jul, 2024 12:00:38",1,15
Distribution,Apparels,caps & hats,2598931,Bee seven 470,BATRA HOSIERY,"Multicolor-12,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/pbaagj1rd/files/11icnfa0l,https://bijnis.app.link/v3iz1BQ6cLb,40.11,38 - 42,Free Size,"13 Jul, 2024 18:00:35",1,10
Distribution,Apparels,caps & hats,2599755,Bee seven 471,BATRA HOSIERY,"Multicolor-12,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/iktbi2p@t/files/urv3rld4s,https://bijnis.app.link/tYus6QEqgLb,67.29,64 - 71,Free Size,"15 Jul, 2024 12:00:40",1,8
